generation,start_time,end_time,duration,hypervolume,population_size,total_evaluations
1,2024-06-28 22:17:49,2024-06-28 22:19:48,119,0.09982963453245658,128,128
2,2024-06-28 22:19:48,2024-06-28 22:21:47,119,0.09994086473759303,128,256
3,2024-06-28 22:21:47,2024-06-28 22:23:47,120,0.1032164979189578,128,384
4,2024-06-28 22:23:47,2024-06-28 22:25:46,119,0.11678386075377173,128,512
5,2024-06-28 22:25:46,2024-06-28 22:27:47,121,0.12402469911029775,128,640
6,2024-06-28 22:27:47,2024-06-28 22:29:45,118,0.12435966776741934,128,768
7,2024-06-28 22:29:45,2024-06-28 22:31:43,118,0.13153091303223327,128,896
8,2024-06-28 22:31:43,2024-06-28 22:33:42,119,0.13509340128761788,128,1024
9,2024-06-28 22:33:42,2024-06-28 22:35:40,118,0.14178814193464018,128,1152
10,2024-06-28 22:35:40,2024-06-28 22:37:39,119,0.14241457950292805,128,1280
11,2024-06-28 22:37:39,2024-06-28 22:39:37,118,0.1430529895210918,128,1408
12,2024-06-28 22:39:37,2024-06-28 22:41:35,118,0.14314020318347392,128,1536
13,2024-06-28 22:41:35,2024-06-28 22:43:32,117,0.14544854770697274,128,1664
14,2024-06-28 22:43:32,2024-06-28 22:45:30,118,0.14549666224111665,128,1792
15,2024-06-28 22:45:30,2024-06-28 22:47:28,118,0.14559117273057073,128,1920
16,2024-06-28 22:47:28,2024-06-28 22:49:26,118,0.1457901494437221,128,2048
17,2024-06-28 22:49:26,2024-06-28 22:51:23,117,0.14619790710540942,128,2176
18,2024-06-28 22:51:23,2024-06-28 22:53:21,118,0.14657544205424317,128,2304
19,2024-06-28 22:53:21,2024-06-28 22:55:22,121,0.1470601399759057,128,2432
20,2024-06-28 22:55:22,2024-06-28 22:57:22,120,0.14751678908034738,128,2560
21,2024-06-28 22:57:22,2024-06-28 22:59:19,117,0.15195281931992558,128,2688
22,2024-06-28 22:59:19,2024-06-28 23:01:16,117,0.15206778132640197,128,2816
23,2024-06-28 23:01:16,2024-06-28 23:03:16,120,0.152463930095732,128,2944
24,2024-06-28 23:03:16,2024-06-28 23:05:14,118,0.15278877073310174,128,3072
25,2024-06-28 23:05:14,2024-06-28 23:07:11,117,0.1534138419421836,128,3200
26,2024-06-28 23:07:11,2024-06-28 23:09:09,118,0.15373285588424315,128,3328
27,2024-06-28 23:09:09,2024-06-28 23:11:06,117,0.1538026774979156,128,3456
28,2024-06-28 23:11:06,2024-06-28 23:13:05,119,0.15396777035853595,128,3584
29,2024-06-28 23:13:05,2024-06-28 23:15:02,117,0.15416465519972705,128,3712
30,2024-06-28 23:15:02,2024-06-28 23:16:58,116,0.15477690941937966,128,3840
31,2024-06-28 23:16:58,2024-06-28 23:18:55,117,0.15584282808667496,128,3968
32,2024-06-28 23:18:55,2024-06-28 23:20:52,117,0.15585707849970226,128,4096
33,2024-06-28 23:20:52,2024-06-28 23:22:52,120,0.15596668397034744,128,4224
34,2024-06-28 23:22:52,2024-06-28 23:24:50,118,0.15604370903143922,128,4352
35,2024-06-28 23:24:50,2024-06-28 23:26:47,117,0.1558514727741191,128,4480
36,2024-06-28 23:26:47,2024-06-28 23:28:43,116,0.15774039264863524,128,4608
37,2024-06-28 23:28:43,2024-06-28 23:30:42,119,0.15785189229071964,128,4736
38,2024-06-28 23:30:42,2024-06-28 23:32:39,117,0.15783954135114142,128,4864
39,2024-06-28 23:32:39,2024-06-28 23:34:38,119,0.1579563935354343,128,4992
40,2024-06-28 23:34:38,2024-06-28 23:36:37,119,0.15800190646434245,128,5120
41,2024-06-28 23:36:37,2024-06-28 23:38:33,116,0.15803126816191074,128,5248
42,2024-06-28 23:38:33,2024-06-28 23:40:36,123,0.15806563652215883,128,5376
43,2024-06-28 23:40:36,2024-06-28 23:42:32,116,0.16095734945183623,128,5504
44,2024-06-28 23:42:32,2024-06-28 23:44:30,118,0.1609725145873449,128,5632
45,2024-06-28 23:44:30,2024-06-28 23:46:32,122,0.16091460499290325,128,5760
