generation,start_time,end_time,duration,hypervolume,population_size,total_evaluations
1,2024-06-29 11:53:01,2024-06-29 11:55:02,121,0.11470290319027296,128,128
2,2024-06-29 11:55:02,2024-06-29 11:57:01,119,0.12346771223843674,128,256
3,2024-06-29 11:57:01,2024-06-29 11:59:00,119,0.12859488547153847,128,384
4,2024-06-29 11:59:00,2024-06-29 12:00:58,118,0.12877113614801491,128,512
5,2024-06-29 12:00:58,2024-06-29 12:02:57,119,0.1294354255975186,128,640
6,2024-06-29 12:02:57,2024-06-29 12:04:57,120,0.13013117871761787,128,768
7,2024-06-29 12:04:57,2024-06-29 12:06:56,119,0.13638005377679902,128,896
8,2024-06-29 12:06:56,2024-06-29 12:08:54,118,0.13665674616071963,128,1024
9,2024-06-29 12:08:54,2024-06-29 12:10:54,120,0.1414128405937221,128,1152
10,2024-06-29 12:10:54,2024-06-29 12:12:52,118,0.1416972282933747,128,1280
11,2024-06-29 12:12:52,2024-06-29 12:14:50,118,0.14200878663203473,128,1408
12,2024-06-29 12:14:50,2024-06-29 12:16:49,119,0.1425207914685608,128,1536
13,2024-06-29 12:16:49,2024-06-29 12:18:49,120,0.14317515336503722,128,1664
14,2024-06-29 12:18:49,2024-06-29 12:20:47,118,0.14340763215533503,128,1792
15,2024-06-29 12:20:47,2024-06-29 12:22:45,118,0.1493916533683623,128,1920
16,2024-06-29 12:22:45,2024-06-29 12:24:44,119,0.14997204431491315,128,2048
17,2024-06-29 12:24:44,2024-06-29 12:26:44,120,0.15013706569560795,128,2176
18,2024-06-29 12:26:44,2024-06-29 12:28:41,117,0.1504943477119603,128,2304
19,2024-06-29 12:28:41,2024-06-29 12:30:39,118,0.15079035140220845,128,2432
20,2024-06-29 12:30:39,2024-06-29 12:32:39,120,0.15160312682813898,128,2560
21,2024-06-29 12:32:39,2024-06-29 12:34:37,118,0.15239886585789086,128,2688
22,2024-06-29 12:34:37,2024-06-29 12:36:35,118,0.15419108423106698,128,2816
23,2024-06-29 12:36:35,2024-06-29 12:38:33,118,0.1545053895823325,128,2944
24,2024-06-29 12:38:33,2024-06-29 12:40:31,118,0.15770012940424316,128,3072
25,2024-06-29 12:40:31,2024-06-29 12:42:31,120,0.1579994359044665,128,3200
26,2024-06-29 12:42:31,2024-06-29 12:44:30,119,0.16531199289908188,128,3328
27,2024-06-29 12:44:30,2024-06-29 12:46:30,120,0.16553687890868485,128,3456
28,2024-06-29 12:46:30,2024-06-29 12:48:30,120,0.16639948484540942,128,3584
29,2024-06-29 12:48:30,2024-06-29 12:50:29,119,0.16660236582831264,128,3712
30,2024-06-29 12:50:29,2024-06-29 12:52:27,118,0.1667970224779156,128,3840
31,2024-06-29 12:52:27,2024-06-29 12:54:26,119,0.16711888495665014,128,3968
