generation,start_time,end_time,duration,hypervolume,population_size,total_evaluations
1,2024-06-29 12:50:12,2024-06-29 12:52:10,118,0.10625066462806451,128,128
2,2024-06-29 12:52:10,2024-06-29 12:54:09,119,0.10629310932712158,128,256
3,2024-06-29 12:54:09,2024-06-29 12:56:10,121,0.10991849294449131,128,384
4,2024-06-29 12:56:10,2024-06-29 12:58:07,117,0.11291778669476428,128,512
5,2024-06-29 12:58:07,2024-06-29 13:00:03,116,0.11298609368543422,128,640
6,2024-06-29 13:00:03,2024-06-29 13:02:00,117,0.12576524546962778,128,768
7,2024-06-29 13:02:00,2024-06-29 13:03:59,119,0.12587532926042186,128,896
8,2024-06-29 13:03:59,2024-06-29 13:05:54,115,0.12596807737600496,128,1024
9,2024-06-29 13:05:54,2024-06-29 13:07:49,115,0.126102093752134,128,1152
10,2024-06-29 13:07:49,2024-06-29 13:09:45,116,0.13531790677094296,128,1280
11,2024-06-29 13:09:45,2024-06-29 13:11:41,116,0.1369214808774938,128,1408
12,2024-06-29 13:11:41,2024-06-29 13:13:40,119,0.13711612539503723,128,1536
13,2024-06-29 13:13:40,2024-06-29 13:15:36,116,0.13884757527086852,128,1664
14,2024-06-29 13:15:36,2024-06-29 13:17:35,119,0.13933579542349875,128,1792
15,2024-06-29 13:17:35,2024-06-29 13:19:32,117,0.13962574840826303,128,1920
16,2024-06-29 13:19:32,2024-06-29 13:21:28,116,0.1407187946444417,128,2048
17,2024-06-29 13:21:28,2024-06-29 13:23:24,116,0.1412941383562283,128,2176
18,2024-06-29 13:23:24,2024-06-29 13:25:23,119,0.1436117316394789,128,2304
19,2024-06-29 13:25:23,2024-06-29 13:27:20,117,0.14703541614208435,128,2432
20,2024-06-29 13:27:20,2024-06-29 13:29:16,116,0.14726016423188584,128,2560
21,2024-06-29 13:29:16,2024-06-29 13:31:16,120,0.14794858403808933,128,2688
22,2024-06-29 13:31:16,2024-06-29 13:33:11,115,0.14809155483679898,128,2816
23,2024-06-29 13:33:11,2024-06-29 13:35:06,115,0.15084094024315137,128,2944
24,2024-06-29 13:35:06,2024-06-29 13:37:01,115,0.1510770259877668,128,3072
25,2024-06-29 13:37:01,2024-06-29 13:38:55,114,0.15122195031290322,128,3200
26,2024-06-29 13:38:55,2024-06-29 13:40:52,117,0.1521391425814144,128,3328
27,2024-06-29 13:40:52,2024-06-29 13:42:47,115,0.15240249855387097,128,3456
28,2024-06-29 13:42:47,2024-06-29 13:44:45,118,0.15931108497543423,128,3584
29,2024-06-29 13:44:45,2024-06-29 13:46:40,115,0.1593573629933747,128,3712
30,2024-06-29 13:46:40,2024-06-29 13:48:35,115,0.15935545745563276,128,3840
31,2024-06-29 13:48:35,2024-06-29 13:50:32,117,0.15954233436841192,128,3968
32,2024-06-29 13:50:32,2024-06-29 13:52:27,115,0.16065078988203474,128,4096
33,2024-06-29 13:52:27,2024-06-29 13:54:23,116,0.1624984262063524,128,4224
34,2024-06-29 13:54:23,2024-06-29 13:56:17,114,0.16250410699987594,128,4352
35,2024-06-29 13:56:17,2024-06-29 13:58:13,116,0.1625041489380149,128,4480
36,2024-06-29 13:58:13,2024-06-29 14:00:08,115,0.1641226117943176,128,4608
37,2024-06-29 14:00:08,2024-06-29 14:02:02,114,0.16595994143436726,128,4736
38,2024-06-29 14:02:02,2024-06-29 14:04:02,120,0.16602027086883372,128,4864
39,2024-06-29 14:04:02,2024-06-29 14:05:59,117,0.16600257100933002,128,4992
40,2024-06-29 14:05:59,2024-06-29 14:07:57,118,0.1664185965728288,128,5120
41,2024-06-29 14:07:57,2024-06-29 14:09:51,114,0.16644234876029776,128,5248
42,2024-06-29 14:09:51,2024-06-29 14:11:46,115,0.1665324069743921,128,5376
43,2024-06-29 14:11:46,2024-06-29 14:13:40,114,0.16658591788191066,128,5504
44,2024-06-29 14:13:40,2024-06-29 14:15:34,114,0.16641190066684866,128,5632
45,2024-06-29 14:15:34,2024-06-29 14:17:35,121,0.16638293695054593,128,5760
46,2024-06-29 14:17:35,2024-06-29 14:19:38,123,0.16630291015148888,128,5888
47,2024-06-29 14:19:38,2024-06-29 14:21:33,115,0.16634094394104224,128,6016
48,2024-06-29 14:21:33,2024-06-29 14:23:27,114,0.16641516175332507,128,6144
49,2024-06-29 14:23:27,2024-06-29 14:25:22,115,0.16927667423459056,128,6272
50,2024-06-29 14:25:22,2024-06-29 14:27:19,117,0.1693807143973945,128,6400
51,2024-06-29 14:27:19,2024-06-29 14:29:14,115,0.16943542768136477,128,6528
52,2024-06-29 14:29:14,2024-06-29 14:31:08,114,0.16944226149362282,128,6656
53,2024-06-29 14:31:08,2024-06-29 14:33:02,114,0.16940048739143918,128,6784
54,2024-06-29 14:33:02,2024-06-29 14:34:56,114,0.16944471532841188,128,6912
55,2024-06-29 14:34:56,2024-06-29 14:36:50,114,0.16945737858208437,128,7040
56,2024-06-29 14:36:50,2024-06-29 14:38:47,117,0.1696667955044913,128,7168
57,2024-06-29 14:38:47,2024-06-29 14:40:42,115,0.16964703040684867,128,7296
58,2024-06-29 14:40:42,2024-06-29 14:42:44,122,0.16931403655141436,128,7424
59,2024-06-29 14:42:44,2024-06-29 14:44:41,117,0.169400223349727,128,7552
60,2024-06-29 14:44:41,2024-06-29 14:46:35,114,0.1694971723033499,128,7680
61,2024-06-29 14:46:35,2024-06-29 14:48:35,120,0.17044418285796525,128,7808
62,2024-06-29 14:48:35,2024-06-29 14:50:34,119,0.1703743078602729,128,7936
63,2024-06-29 14:50:34,2024-06-29 14:52:33,119,0.16956707016766742,128,8064
64,2024-06-29 14:52:33,2024-06-29 14:54:29,116,0.17044582345414389,128,8192
65,2024-06-29 14:54:29,2024-06-29 14:56:23,114,0.170421049998536,128,8320
66,2024-06-29 14:56:23,2024-06-29 14:58:18,115,0.17020053811736974,128,8448
67,2024-06-29 14:58:18,2024-06-29 15:00:14,116,0.17014229805672457,128,8576
68,2024-06-29 15:00:14,2024-06-29 15:02:13,119,0.16975417579856075,128,8704
69,2024-06-29 15:02:13,2024-06-29 15:04:06,113,0.16981242227416876,128,8832
70,2024-06-29 15:04:06,2024-06-29 15:06:01,115,0.17141441504794044,128,8960
71,2024-06-29 15:06:01,2024-06-29 15:07:54,113,0.17132621072625306,128,9088
72,2024-06-29 15:07:54,2024-06-29 15:09:56,122,0.1714327603128288,128,9216
73,2024-06-29 15:09:56,2024-06-29 15:11:50,114,0.17050997470037213,128,9344
74,2024-06-29 15:11:50,2024-06-29 15:13:52,122,0.1705886990312655,128,9472
75,2024-06-29 15:13:52,2024-06-29 15:15:46,114,0.17046158586039706,128,9600
76,2024-06-29 15:15:46,2024-06-29 15:17:43,117,0.17214422498213403,128,9728
77,2024-06-29 15:17:43,2024-06-29 15:19:38,115,0.17224691314660048,128,9856
78,2024-06-29 15:19:38,2024-06-29 15:21:32,114,0.17238915580009925,128,9984
79,2024-06-29 15:21:32,2024-06-29 15:23:26,114,0.1724221633673449,128,10112
80,2024-06-29 15:23:26,2024-06-29 15:25:22,116,0.17245023190756825,128,10240
81,2024-06-29 15:25:22,2024-06-29 15:27:23,121,0.17253525901553354,128,10368
82,2024-06-29 15:27:23,2024-06-29 15:29:19,116,0.172350570495608,128,10496
83,2024-06-29 15:29:19,2024-06-29 15:31:18,119,0.17256584817888337,128,10624
84,2024-06-29 15:31:18,2024-06-29 15:33:19,121,0.1725775803495037,128,10752
85,2024-06-29 15:33:19,2024-06-29 15:35:18,119,0.1725597793046898,128,10880
86,2024-06-29 15:35:18,2024-06-29 15:37:12,114,0.17229407317972698,128,11008
87,2024-06-29 15:37:12,2024-06-29 15:39:12,120,0.17289715410459053,128,11136
88,2024-06-29 15:39:12,2024-06-29 15:41:11,119,0.1728440038964764,128,11264
89,2024-06-29 15:41:11,2024-06-29 15:43:14,123,0.17258688585210918,128,11392
90,2024-06-29 15:43:14,2024-06-29 15:45:09,115,0.17266118503307692,128,11520
91,2024-06-29 15:45:09,2024-06-29 15:47:03,114,0.17258321740243177,128,11648
92,2024-06-29 15:47:03,2024-06-29 15:49:00,117,0.17251580947729525,128,11776
93,2024-06-29 15:49:00,2024-06-29 15:50:54,114,0.17296432457535982,128,11904
94,2024-06-29 15:50:54,2024-06-29 15:52:47,113,0.17286155158277916,128,12032
