generation,start_time,end_time,duration,hypervolume,population_size,total_evaluations
1,2024-06-28 19:45:56,2024-06-28 19:47:55,119,0.09644812235531018,128,128
2,2024-06-28 19:47:55,2024-06-28 19:49:53,118,0.0965074450133995,128,256
3,2024-06-28 19:49:53,2024-06-28 19:51:49,116,0.11295270490349878,128,384
4,2024-06-28 19:51:49,2024-06-28 19:53:46,117,0.12316917899709676,128,512
5,2024-06-28 19:53:46,2024-06-28 19:55:42,116,0.1369923325884367,128,640
6,2024-06-28 19:55:42,2024-06-28 19:57:39,117,0.13759120631625313,128,768
7,2024-06-28 19:57:39,2024-06-28 19:59:36,117,0.1383007941076427,128,896
8,2024-06-28 19:59:36,2024-06-28 20:01:32,116,0.13989355042089333,128,1024
9,2024-06-28 20:01:32,2024-06-28 20:03:28,116,0.14028603230401987,128,1152
10,2024-06-28 20:03:28,2024-06-28 20:05:24,116,0.14065375447111664,128,1280
11,2024-06-28 20:05:24,2024-06-28 20:07:20,116,0.14066584975181146,128,1408
12,2024-06-28 20:07:20,2024-06-28 20:09:17,117,0.14415025584836227,128,1536
13,2024-06-28 20:09:17,2024-06-28 20:11:14,117,0.144233111095335,128,1664
14,2024-06-28 20:11:14,2024-06-28 20:13:10,116,0.14626464716066997,128,1792
15,2024-06-28 20:13:10,2024-06-28 20:15:07,117,0.14644964333496277,128,1920
16,2024-06-28 20:15:07,2024-06-28 20:17:05,118,0.15117349804034738,128,2048
17,2024-06-28 20:17:05,2024-06-28 20:19:01,116,0.151434760797072,128,2176
18,2024-06-28 20:19:01,2024-06-28 20:20:57,116,0.15154522402258067,128,2304
19,2024-06-28 20:20:57,2024-06-28 20:22:53,116,0.15190754243349877,128,2432
20,2024-06-28 20:22:53,2024-06-28 20:24:51,118,0.15208337686513648,128,2560
21,2024-06-28 20:24:51,2024-06-28 20:26:48,117,0.15306396453476426,128,2688
22,2024-06-28 20:26:48,2024-06-28 20:28:44,116,0.1531636626173449,128,2816
23,2024-06-28 20:28:44,2024-06-28 20:30:41,117,0.15339106874674938,128,2944
24,2024-06-28 20:30:41,2024-06-28 20:32:37,116,0.15422734927885856,128,3072
25,2024-06-28 20:32:37,2024-06-28 20:34:34,117,0.1559787263694541,128,3200
26,2024-06-28 20:34:34,2024-06-28 20:36:32,118,0.16105467107456575,128,3328
27,2024-06-28 20:36:32,2024-06-28 20:38:30,118,0.16121156508895784,128,3456
28,2024-06-28 20:38:30,2024-06-28 20:40:29,119,0.1615594519581886,128,3584
29,2024-06-28 20:40:29,2024-06-28 20:42:25,116,0.16170613100310174,128,3712
30,2024-06-28 20:42:25,2024-06-28 20:44:22,117,0.16177434677930522,128,3840
31,2024-06-28 20:44:22,2024-06-28 20:46:18,116,0.1619196756903226,128,3968
32,2024-06-28 20:46:18,2024-06-28 20:48:16,118,0.1620737158781638,128,4096
33,2024-06-28 20:48:16,2024-06-28 20:50:13,117,0.1623535159128288,128,4224
34,2024-06-28 20:50:13,2024-06-28 20:52:09,116,0.16259843787392061,128,4352
35,2024-06-28 20:52:09,2024-06-28 20:54:05,116,0.16264263917816377,128,4480
36,2024-06-28 20:54:05,2024-06-28 20:56:04,119,0.16301756246521096,128,4608
37,2024-06-28 20:56:04,2024-06-28 20:58:01,117,0.1630687564469975,128,4736
38,2024-06-28 20:58:01,2024-06-28 20:59:56,115,0.16304934153210918,128,4864
