generation,start_time,end_time,duration,hypervolume,population_size,total_evaluations
1,2024-06-28 16:44:44,2024-06-28 16:46:43,119,0.1108892276745161,128,128
2,2024-06-28 16:46:43,2024-06-28 16:48:38,115,0.11089485048967741,128,256
3,2024-06-28 16:48:38,2024-06-28 16:50:34,116,0.11127028923099255,128,384
4,2024-06-28 16:50:34,2024-06-28 16:52:29,115,0.1162122679206948,128,512
5,2024-06-28 16:52:29,2024-06-28 16:54:24,115,0.1199430434378908,128,640
6,2024-06-28 16:54:24,2024-06-28 16:56:20,116,0.12257229978151366,128,768
7,2024-06-28 16:56:20,2024-06-28 16:58:15,115,0.12759361104101738,128,896
8,2024-06-28 16:58:15,2024-06-28 17:00:11,116,0.12932193807205958,128,1024
9,2024-06-28 17:00:11,2024-06-28 17:02:07,116,0.14012157887895782,128,1152
10,2024-06-28 17:02:07,2024-06-28 17:04:04,117,0.14024913030235733,128,1280
11,2024-06-28 17:04:04,2024-06-28 17:06:02,118,0.14032436873379653,128,1408
12,2024-06-28 17:06:02,2024-06-28 17:07:57,115,0.14036481263258066,128,1536
13,2024-06-28 17:07:57,2024-06-28 17:09:51,114,0.14224048043136478,128,1664
14,2024-06-28 17:09:51,2024-06-28 17:11:46,115,0.1424191538266253,128,1792
15,2024-06-28 17:11:46,2024-06-28 17:13:44,118,0.14266162430136478,128,1920
16,2024-06-28 17:13:44,2024-06-28 17:15:41,117,0.14858286773141438,128,2048
17,2024-06-28 17:15:41,2024-06-28 17:17:36,115,0.1543591606812655,128,2176
18,2024-06-28 17:17:36,2024-06-28 17:19:35,119,0.16084041261486354,128,2304
19,2024-06-28 17:19:35,2024-06-28 17:21:33,118,0.16097369712709678,128,2432
20,2024-06-28 17:21:33,2024-06-28 17:23:29,116,0.1614520051440943,128,2560
21,2024-06-28 17:23:29,2024-06-28 17:25:24,115,0.16168065919498759,128,2688
22,2024-06-28 17:25:24,2024-06-28 17:27:22,118,0.16181557579459058,128,2816
23,2024-06-28 17:27:22,2024-06-28 17:29:21,119,0.16222079888109184,128,2944
24,2024-06-28 17:29:21,2024-06-28 17:31:19,118,0.1623843686352109,128,3072
25,2024-06-28 17:31:19,2024-06-28 17:33:14,115,0.1643964881240943,128,3200
26,2024-06-28 17:33:14,2024-06-28 17:35:10,116,0.1644160672597022,128,3328
27,2024-06-28 17:35:10,2024-06-28 17:37:06,116,0.16461294419332506,128,3456
