Date,Canals to Kuraz Sugar Plantations,Outflow to Lake Turkana
2040-01-01,98.77,29.72
2040-01-02,98.77,29.72
2040-01-03,98.77,29.72
2040-01-04,98.77,29.72
2040-01-05,98.77,29.72
2040-01-06,98.77,29.72
2040-01-07,98.77,29.72
2040-01-08,98.77,29.72
2040-01-09,98.77,29.72
2040-01-10,98.77,29.72
2040-01-11,98.77,29.72
2040-01-12,98.77,29.72
2040-01-13,98.77,29.72
2040-01-14,98.77,29.72
2040-01-15,98.77,29.72
2040-01-16,98.77,29.72
2040-01-17,98.77,29.72
2040-01-18,98.77,29.72
2040-01-19,98.77,29.72
2040-01-20,98.77,29.72
2040-01-21,98.77,29.72
2040-01-22,98.77,29.72
2040-01-23,98.77,29.72
2040-01-24,98.77,29.72
2040-01-25,98.77,29.72
2040-01-26,98.77,29.72
2040-01-27,98.77,29.72
2040-01-28,98.77,29.72
2040-01-29,98.77,29.72
2040-01-30,98.77,29.72
2040-01-31,98.77,29.72
2040-02-01,56.58,26.5
2040-02-02,56.58,26.5
2040-02-03,56.58,26.5
2040-02-04,56.58,26.5
2040-02-05,56.58,26.5
2040-02-06,56.58,26.5
2040-02-07,56.58,26.5
2040-02-08,56.58,26.5
2040-02-09,56.58,26.5
2040-02-10,56.58,26.5
2040-02-11,56.58,26.5
2040-02-12,56.58,26.5
2040-02-13,56.58,26.5
2040-02-14,56.58,26.5
2040-02-15,56.58,26.5
2040-02-16,56.58,26.5
2040-02-17,56.58,26.5
2040-02-18,56.58,26.5
2040-02-19,56.58,26.5
2040-02-20,56.58,26.5
2040-02-21,56.58,26.5
2040-02-22,56.58,26.5
2040-02-23,56.58,26.5
2040-02-24,56.58,26.5
2040-02-25,56.58,26.5
2040-02-26,56.58,26.5
2040-02-27,56.58,26.5
2040-02-28,56.58,26.5
2040-02-29,56.58,26.5
2040-03-01,15.43,22.56
2040-03-02,15.43,22.56
2040-03-03,15.43,22.56
2040-03-04,15.43,22.56
2040-03-05,15.43,22.56
2040-03-06,15.43,22.56
2040-03-07,15.43,22.56
2040-03-08,15.43,22.56
2040-03-09,15.43,22.56
2040-03-10,15.43,22.56
2040-03-11,15.43,22.56
2040-03-12,15.43,22.56
2040-03-13,15.43,22.56
2040-03-14,15.43,22.56
2040-03-15,15.43,22.56
2040-03-16,15.43,22.56
2040-03-17,15.43,22.56
2040-03-18,15.43,22.56
2040-03-19,15.43,22.56
2040-03-20,15.43,22.56
2040-03-21,15.43,22.56
2040-03-22,15.43,22.56
2040-03-23,15.43,22.56
2040-03-24,15.43,22.56
2040-03-25,15.43,22.56
2040-03-26,15.43,22.56
2040-03-27,15.43,22.56
2040-03-28,15.43,22.56
2040-03-29,15.43,22.56
2040-03-30,15.43,22.56
2040-03-31,15.43,22.56
2040-04-01,0.0,32.59
2040-04-02,0.0,32.59
2040-04-03,0.0,32.59
2040-04-04,0.0,32.59
2040-04-05,0.0,32.59
2040-04-06,0.0,32.59
2040-04-07,0.0,32.59
2040-04-08,0.0,32.59
2040-04-09,0.0,32.59
2040-04-10,0.0,32.59
2040-04-11,0.0,32.59
2040-04-12,0.0,32.59
2040-04-13,0.0,32.59
2040-04-14,0.0,32.59
2040-04-15,0.0,32.59
2040-04-16,0.0,32.59
2040-04-17,0.0,32.59
2040-04-18,0.0,32.59
2040-04-19,0.0,32.59
2040-04-20,0.0,32.59
2040-04-21,0.0,32.59
2040-04-22,0.0,32.59
2040-04-23,0.0,32.59
2040-04-24,0.0,32.59
2040-04-25,0.0,32.59
2040-04-26,0.0,32.59
2040-04-27,0.0,32.59
2040-04-28,0.0,32.59
2040-04-29,0.0,32.59
2040-04-30,0.0,32.59
2040-05-01,17.49,48.89
2040-05-02,17.49,48.89
2040-05-03,17.49,48.89
2040-05-04,17.49,48.89
2040-05-05,17.49,48.89
2040-05-06,17.49,48.89
2040-05-07,17.49,48.89
2040-05-08,17.49,48.89
2040-05-09,17.49,48.89
2040-05-10,17.49,48.89
2040-05-11,17.49,48.89
2040-05-12,17.49,48.89
2040-05-13,17.49,48.89
2040-05-14,17.49,48.89
2040-05-15,17.49,48.89
2040-05-16,17.49,48.89
2040-05-17,17.49,48.89
2040-05-18,17.49,48.89
2040-05-19,17.49,48.89
2040-05-20,17.49,48.89
2040-05-21,17.49,48.89
2040-05-22,17.49,48.89
2040-05-23,17.49,48.89
2040-05-24,17.49,48.89
2040-05-25,17.49,48.89
2040-05-26,17.49,48.89
2040-05-27,17.49,48.89
2040-05-28,17.49,48.89
2040-05-29,17.49,48.89
2040-05-30,17.49,48.89
2040-05-31,17.49,48.89
2040-06-01,17.49,106.43
2040-06-02,17.49,106.43
2040-06-03,17.49,106.43
2040-06-04,17.49,106.43
2040-06-05,17.49,106.43
2040-06-06,17.49,106.43
2040-06-07,17.49,106.43
2040-06-08,17.49,106.43
2040-06-09,17.49,106.43
2040-06-10,17.49,106.43
2040-06-11,17.49,106.43
2040-06-12,17.49,106.43
2040-06-13,17.49,106.43
2040-06-14,17.49,106.43
2040-06-15,17.49,106.43
2040-06-16,17.49,106.43
2040-06-17,17.49,106.43
2040-06-18,17.49,106.43
2040-06-19,17.49,106.43
