Date,Canals to Kuraz Sugar Plantations,Flow A,Flow B,Flow C,Gibe-III Evaporation,Gibe-III Release,Koysha Evaporation,Koysha Release,Main Channel,Outflow to Lake Turkana
2029-01-01,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-02,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-03,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-04,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-05,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-06,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-07,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-08,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-09,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-10,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-11,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-12,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-13,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-14,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-15,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-16,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-17,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-18,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-19,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-20,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-21,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-22,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-23,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-24,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-25,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
2029-01-26,25.59,53.61,21.44,15.01,20.73,50.59,0.34,50.59,25.0,40.01
