Date,Canals to Kuraz Sugar Plantations,Flow A,Flow B,Flow C,Gibe-III Evaporation,Gibe-III Release,Koysha Evaporation,Koysha Release,Main Channel,Outflow to Lake Turkana
2031-01-01,34.15,53.61,21.44,15.01,20.56,54.57,13.92,62.57,28.42,43.43
2031-01-02,33.875,53.61,21.44,15.01,20.56,54.57,13.92,62.07,28.195,43.205
2031-01-03,33.875,53.61,21.44,15.01,20.55,54.57,13.92,62.07,28.195,43.205
2031-01-04,33.875,53.61,21.44,15.01,20.55,54.57,13.92,62.07,28.195,43.205
2031-01-05,33.875,53.61,21.44,15.01,20.55,54.57,13.92,62.07,28.195,43.205
2031-01-06,33.875,53.61,21.44,15.01,20.55,54.57,13.92,62.07,28.195,43.205
2031-01-07,33.875,53.61,21.44,15.01,20.545,54.57,13.92,62.07,28.195,43.205
2031-01-08,33.875,53.61,21.44,15.01,20.54,54.57,13.92,62.07,28.195,43.205
2031-01-09,33.875,53.61,21.44,15.01,20.54,54.57,13.92,62.07,28.195,43.205
2031-01-10,33.875,53.61,21.44,15.01,20.54,54.57,13.92,62.07,28.195,43.205
2031-01-11,33.875,53.61,21.44,15.01,20.54,54.57,13.92,62.07,28.195,43.205
2031-01-12,33.875,53.61,21.44,15.01,20.53,54.57,13.92,62.07,28.195,43.205
2031-01-13,33.875,53.61,21.44,15.01,20.53,54.57,13.92,62.07,28.195,43.205
2031-01-14,33.875,53.61,21.44,15.01,20.53,54.57,13.92,62.07,28.195,43.205
2031-01-15,34.15,53.61,21.44,15.01,20.53,54.57,13.92,62.57,28.42,43.43
2031-01-16,33.875,53.61,21.44,15.01,20.525,54.57,13.92,62.07,28.195,43.205
2031-01-17,33.875,53.61,21.44,15.01,20.52,54.57,13.92,62.07,28.195,43.205
2031-01-18,33.875,53.61,21.44,15.01,20.52,54.57,13.92,62.07,28.195,43.205
2031-01-19,33.875,53.61,21.44,15.01,20.52,54.57,13.92,62.07,28.195,43.205
2031-01-20,33.875,53.61,21.44,15.01,20.515,54.57,13.92,62.07,28.195,43.205
2031-01-21,33.875,53.61,21.44,15.01,20.51,54.57,13.92,62.07,28.195,43.205
2031-01-22,33.875,53.61,21.44,15.01,20.51,54.57,13.92,62.07,28.195,43.205
2031-01-23,33.875,53.61,21.44,15.01,20.51,54.57,13.92,62.07,28.195,43.205
2031-01-24,33.875,53.61,21.44,15.01,20.51,54.57,13.92,62.07,28.195,43.205
2031-01-25,33.875,53.61,21.44,15.01,20.5,54.57,13.92,62.07,28.195,43.205
2031-01-26,33.875,53.61,21.44,15.01,20.5,54.57,13.92,62.07,28.195,43.205
2031-01-27,33.875,53.61,21.44,15.01,20.5,54.57,13.92,62.07,28.195,43.205
2031-01-28,33.875,53.61,21.44,15.01,20.5,54.57,13.92,62.07,28.195,43.205
2031-01-29,33.875,53.61,21.44,15.01,20.494999999999997,54.57,13.92,62.07,28.195,43.205
2031-01-30,33.875,53.61,21.44,15.01,20.49,54.57,13.92,62.07,28.195,43.205
2031-01-31,33.875,53.61,21.44,15.01,20.49,54.57,13.92,62.07,28.195,43.205
2031-02-01,35.3,47.81,19.12,13.39,20.975,56.97,14.25,61.97,26.67,40.06
2031-02-02,35.015,47.81,19.12,13.39,20.97,56.97,14.25,61.47,26.455,39.845
2031-02-03,35.3,47.81,19.12,13.39,20.97,56.97,14.25,61.97,26.67,40.06
2031-02-04,35.3,47.81,19.12,13.39,20.965,56.97,14.25,61.97,26.67,40.06
2031-02-05,35.3,47.81,19.12,13.39,20.96,56.97,14.25,61.97,26.67,40.06
2031-02-06,35.015,47.81,19.12,13.39,20.96,56.97,14.25,61.47,26.455,39.845
2031-02-07,35.3,47.81,19.12,13.39,20.955,56.97,14.25,61.97,26.67,40.06
2031-02-08,35.3,47.81,19.12,13.39,20.95,56.97,14.25,61.97,26.67,40.06
2031-02-09,35.3,47.81,19.12,13.39,20.95,56.97,14.25,61.97,26.67,40.06
2031-02-10,35.015,47.81,19.12,13.39,20.945,56.97,14.25,61.47,26.455,39.845
2031-02-11,35.3,47.81,19.12,13.39,20.94,56.97,14.25,61.97,26.67,40.06
