Date,Canals to Kuraz Sugar Plantations
2040-01-01,82.32
2040-01-02,82.32
2040-01-03,82.32
2040-01-04,82.32
2040-01-05,82.32
2040-01-06,82.315
2040-01-07,82.315
2040-01-08,82.31
2040-01-09,82.305
2040-01-10,82.305
2040-01-11,82.295
2040-01-12,82.29
2040-01-13,82.29
2040-01-14,82.28
2040-01-15,82.28
2040-01-16,82.275
2040-01-17,82.265
2040-01-18,82.255
2040-01-19,82.25
2040-01-20,82.245
2040-01-21,82.235
2040-01-22,82.22
2040-01-23,82.215
2040-01-24,82.21
2040-01-25,82.2
2040-01-26,82.185
2040-01-27,82.17500000000001
2040-01-28,82.17
2040-01-29,82.15
2040-01-30,82.14500000000001
2040-01-31,82.13499999999999
2040-02-01,75.17500000000001
2040-02-02,75.16
2040-02-03,75.155
2040-02-04,75.14
2040-02-05,75.13
2040-02-06,75.125
2040-02-07,75.11
2040-02-08,75.1
2040-02-09,75.09
2040-02-10,75.08
2040-02-11,75.07
2040-02-12,75.06
2040-02-13,75.045
2040-02-14,75.035
2040-02-15,75.02
2040-02-16,75.00999999999999
2040-02-17,75.0
2040-02-18,74.98
2040-02-19,74.975
2040-02-20,74.96
2040-02-21,74.945
2040-02-22,74.93
2040-02-23,74.91499999999999
2040-02-24,74.905
2040-02-25,74.89
2040-02-26,74.87
2040-02-27,74.86500000000001
2040-02-28,74.845
2040-02-29,74.82499999999999
2040-03-01,61.58
2040-03-02,61.58
2040-03-03,61.575
2040-03-04,61.57
2040-03-05,61.57
2040-03-06,61.555
2040-03-07,61.54
2040-03-08,61.54
2040-03-09,61.535
2040-03-10,61.53
2040-03-11,61.52
2040-03-12,61.515
2040-03-13,61.504999999999995
2040-03-14,61.5
2040-03-15,61.49
2040-03-16,61.48
2040-03-17,61.48
2040-03-18,61.465
2040-03-19,61.45
2040-03-20,61.45
2040-03-21,61.44
2040-03-22,61.44
2040-03-23,61.415
2040-03-24,61.41
2040-03-25,61.405
2040-03-26,61.394999999999996
2040-03-27,61.39
2040-03-28,61.375
2040-03-29,61.37
2040-03-30,61.36
2040-03-31,61.35
2040-04-01,56.25
2040-04-02,56.25
2040-04-03,56.25
2040-04-04,56.25
2040-04-05,56.25
2040-04-06,56.25
2040-04-07,56.25
2040-04-08,56.25
2040-04-09,56.245000000000005
2040-04-10,56.24
2040-04-11,56.24
2040-04-12,56.24
2040-04-13,56.24
2040-04-14,56.24
2040-04-15,56.24
2040-04-16,56.24
2040-04-17,56.24
2040-04-18,56.24
2040-04-19,56.24
2040-04-20,56.24
2040-04-21,56.24
2040-04-22,56.235
2040-04-23,56.23
2040-04-24,56.23
2040-04-25,56.23
2040-04-26,56.23
2040-04-27,56.23
2040-04-28,56.23
2040-04-29,56.23
2040-04-30,56.23
2040-05-01,56.51
2040-05-02,56.51
2040-05-03,56.519999999999996
2040-05-04,56.53
2040-05-05,56.53
2040-05-06,56.53
2040-05-07,56.53
2040-05-08,56.525000000000006
2040-05-09,56.52
2040-05-10,56.52
2040-05-11,56.53
2040-05-12,56.54
2040-05-13,56.54
2040-05-14,56.54
2040-05-15,56.54
