Date,Canals to Kuraz Sugar Plantations
2031-01-01,82.32
2031-01-02,82.32
2031-01-03,82.32
2031-01-04,82.32
2031-01-05,82.32
2031-01-06,82.315
2031-01-07,82.315
2031-01-08,82.31
2031-01-09,82.31
2031-01-10,82.3
2031-01-11,82.3
2031-01-12,82.29
2031-01-13,82.285
2031-01-14,82.28
2031-01-15,82.28
2031-01-16,82.275
2031-01-17,82.265
2031-01-18,82.255
2031-01-19,82.25
2031-01-20,82.245
2031-01-21,82.23
2031-01-22,82.225
2031-01-23,82.22
2031-01-24,82.21
2031-01-25,82.2
2031-01-26,82.19
2031-01-27,82.18
2031-01-28,82.17
2031-01-29,82.155
2031-01-30,82.14500000000001
2031-01-31,82.13499999999999
2031-02-01,75.17500000000001
2031-02-02,75.16
2031-02-03,75.155
2031-02-04,75.14
2031-02-05,75.13499999999999
2031-02-06,75.125
2031-02-07,75.11
2031-02-08,75.1
2031-02-09,75.09
2031-02-10,75.08500000000001
2031-02-11,75.07
2031-02-12,75.06
2031-02-13,75.05
2031-02-14,75.035
2031-02-15,75.02
2031-02-16,75.00999999999999
2031-02-17,75.0
2031-02-18,74.98
2031-02-19,74.975
2031-02-20,74.955
2031-02-21,74.945
2031-02-22,74.93
2031-02-23,74.91499999999999
2031-02-24,74.91
2031-02-25,74.89
2031-02-26,74.87
2031-02-27,74.86500000000001
2031-02-28,74.845
2031-03-01,61.59
2031-03-02,61.58
2031-03-03,61.58
2031-03-04,61.575
2031-03-05,61.57
2031-03-06,61.57
2031-03-07,61.555
2031-03-08,61.54
2031-03-09,61.54
2031-03-10,61.535
2031-03-11,61.53
2031-03-12,61.52
2031-03-13,61.52
2031-03-14,61.5
2031-03-15,61.5
2031-03-16,61.49
2031-03-17,61.48
2031-03-18,61.48
2031-03-19,61.465
2031-03-20,61.45
2031-03-21,61.45
2031-03-22,61.44
2031-03-23,61.44
2031-03-24,61.42
2031-03-25,61.41
2031-03-26,61.405
2031-03-27,61.394999999999996
2031-03-28,61.39
2031-03-29,61.37
2031-03-30,61.364999999999995
2031-03-31,61.355000000000004
2031-04-01,56.25
2031-04-02,56.25
2031-04-03,56.25
2031-04-04,56.25
2031-04-05,56.25
2031-04-06,56.25
2031-04-07,56.25
2031-04-08,56.25
2031-04-09,56.25
2031-04-10,56.25
2031-04-11,56.25
2031-04-12,56.245000000000005
2031-04-13,56.24
2031-04-14,56.24
2031-04-15,56.24
2031-04-16,56.24
2031-04-17,56.24
2031-04-18,56.24
2031-04-19,56.24
2031-04-20,56.24
2031-04-21,56.24
2031-04-22,56.24
2031-04-23,56.24
2031-04-24,56.235
2031-04-25,56.23
2031-04-26,56.23
2031-04-27,56.23
2031-04-28,56.23
2031-04-29,56.23
2031-04-30,56.23
2031-05-01,56.51
2031-05-02,56.51
