Date,Canals to Kuraz Sugar Plantations
2038-01-01,68.405
2038-01-02,68.405
2038-01-03,68.405
2038-01-04,68.405
2038-01-05,68.405
2038-01-06,68.405
2038-01-07,68.4
2038-01-08,68.405
2038-01-09,68.405
2038-01-10,68.405
2038-01-11,68.405
2038-01-12,68.405
2038-01-13,68.405
2038-01-14,68.405
2038-01-15,68.405
2038-01-16,68.405
2038-01-17,68.405
2038-01-18,68.4
2038-01-19,68.4
2038-01-20,68.4
2038-01-21,68.4
2038-01-22,68.4
2038-01-23,68.4
2038-01-24,68.4
2038-01-25,68.4
2038-01-26,68.4
2038-01-27,68.4
2038-01-28,68.4
2038-01-29,68.4
2038-01-30,68.4
2038-01-31,68.4
2038-02-01,72.57499999999999
2038-02-02,72.57499999999999
2038-02-03,72.57
2038-02-04,72.57499999999999
2038-02-05,72.58
2038-02-06,72.57499999999999
2038-02-07,72.58
2038-02-08,72.57499999999999
2038-02-09,72.57
2038-02-10,72.57
2038-02-11,72.57
2038-02-12,72.57
2038-02-13,72.57
2038-02-14,72.57
2038-02-15,72.57
2038-02-16,72.57
2038-02-17,72.57
2038-02-18,72.57
2038-02-19,72.57
2038-02-20,72.57
2038-02-21,72.57
2038-02-22,72.565
2038-02-23,72.57
2038-02-24,72.56
2038-02-25,72.565
2038-02-26,72.56
2038-02-27,72.56
2038-02-28,72.56
2038-03-01,77.045
2038-03-02,77.045
2038-03-03,77.04
2038-03-04,77.04
2038-03-05,77.04
2038-03-06,77.04
2038-03-07,77.04
2038-03-08,77.04
2038-03-09,77.035
2038-03-10,77.03
2038-03-11,77.03
2038-03-12,77.03
2038-03-13,77.03
2038-03-14,77.025
2038-03-15,77.02
2038-03-16,77.02
2038-03-17,77.02
2038-03-18,77.02
2038-03-19,77.02
2038-03-20,77.02
2038-03-21,77.02
2038-03-22,77.02
2038-03-23,77.02
2038-03-24,77.02
2038-03-25,77.02
2038-03-26,77.0
2038-03-27,77.0
2038-03-28,77.0
2038-03-29,77.0
2038-03-30,77.0
2038-03-31,77.0
2038-04-01,81.61500000000001
2038-04-02,81.61
2038-04-03,81.61
2038-04-04,81.61
2038-04-05,81.61
2038-04-06,81.61
2038-04-07,81.59
2038-04-08,81.59
2038-04-09,81.59
2038-04-10,81.59
2038-04-11,81.59
2038-04-12,81.59
2038-04-13,81.58
2038-04-14,81.58
2038-04-15,81.57499999999999
2038-04-16,81.57
2038-04-17,81.565
2038-04-18,81.56
2038-04-19,81.56
2038-04-20,81.56
2038-04-21,81.56
2038-04-22,81.555
2038-04-23,81.55
2038-04-24,81.545
2038-04-25,81.54
2038-04-26,81.54
2038-04-27,81.53
2038-04-28,81.53
2038-04-29,81.53
2038-04-30,81.53
2038-05-01,86.055
2038-05-02,86.05
2038-05-03,86.04
2038-05-04,86.04
2038-05-05,86.04
2038-05-06,86.04
2038-05-07,86.035
2038-05-08,86.03
2038-05-09,86.03
2038-05-10,86.03
2038-05-11,86.01
2038-05-12,86.01
2038-05-13,86.01
2038-05-14,86.01
2038-05-15,86.0
2038-05-16,86.0
2038-05-17,86.0
2038-05-18,86.0
2038-05-19,85.99
2038-05-20,85.99
2038-05-21,85.99
2038-05-22,85.97999999999999
2038-05-23,85.97
2038-05-24,85.97
2038-05-25,85.965
2038-05-26,85.96
2038-05-27,85.96
2038-05-28,85.96
2038-05-29,85.955
2038-05-30,85.95
2038-05-31,85.94
2038-06-01,90.15
2038-06-02,90.16
2038-06-03,90.16
2038-06-04,90.16
2038-06-05,90.17
2038-06-06,90.17
2038-06-07,90.18
2038-06-08,90.185
2038-06-09,90.19
2038-06-10,90.19
2038-06-11,90.19
2038-06-12,90.195
2038-06-13,90.2
2038-06-14,90.2
2038-06-15,90.2
2038-06-16,90.2
2038-06-17,90.21
2038-06-18,90.21
2038-06-19,90.21
2038-06-20,90.21
2038-06-21,90.22
2038-06-22,90.22
2038-06-23,90.22
2038-06-24,90.22
2038-06-25,90.22999999999999
2038-06-26,90.24
2038-06-27,90.24
2038-06-28,90.24
2038-06-29,90.24
2038-06-30,90.245
2038-07-01,93.92500000000001
2038-07-02,93.945
2038-07-03,93.975
2038-07-04,93.995
2038-07-05,94.025
2038-07-06,94.045
2038-07-07,94.065
2038-07-08,94.08500000000001
2038-07-09,94.10499999999999
2038-07-10,94.125
2038-07-11,94.13499999999999
2038-07-12,94.15
2038-07-13,94.16
2038-07-14,94.17500000000001
2038-07-15,94.185
2038-07-16,94.195
2038-07-17,94.2
2038-07-18,94.21
2038-07-19,94.21
2038-07-20,94.22
2038-07-21,94.22
2038-07-22,94.22
2038-07-23,94.22
2038-07-24,94.22
2038-07-25,94.22
2038-07-26,94.22
2038-07-27,94.22
2038-07-28,94.22
2038-07-29,94.22
2038-07-30,94.22
2038-07-31,94.22
2038-08-01,97.12
2038-08-02,97.12
2038-08-03,97.12
2038-08-04,97.12
2038-08-05,97.12
2038-08-06,97.12
2038-08-07,97.12
2038-08-08,97.12
2038-08-09,97.12
2038-08-10,97.12
2038-08-11,97.12
2038-08-12,97.12
2038-08-13,97.12
2038-08-14,97.12
2038-08-15,97.12
2038-08-16,97.12
2038-08-17,97.12
2038-08-18,97.12
2038-08-19,97.12
2038-08-20,97.12
2038-08-21,97.12
2038-08-22,97.12
2038-08-23,97.12
2038-08-24,97.12
2038-08-25,97.12
2038-08-26,97.12
2038-08-27,97.12
2038-08-28,97.12
2038-08-29,97.12
2038-08-30,97.12
2038-08-31,97.12
2038-09-01,99.02
2038-09-02,99.02
2038-09-03,99.02
2038-09-04,99.02
2038-09-05,99.02
2038-09-06,99.02
2038-09-07,99.02
2038-09-08,99.02
2038-09-09,99.02
2038-09-10,99.02
2038-09-11,99.02
2038-09-12,99.02
2038-09-13,99.02
2038-09-14,99.02
2038-09-15,99.02
2038-09-16,99.02
2038-09-17,99.02
2038-09-18,99.02
2038-09-19,99.02
2038-09-20,99.02
2038-09-21,99.02
2038-09-22,99.02
2038-09-23,99.02
2038-09-24,99.02
2038-09-25,99.02
2038-09-26,99.02
2038-09-27,99.02
2038-09-28,99.02
2038-09-29,99.02
2038-09-30,99.02
2038-10-01,99.8
2038-10-02,99.8
2038-10-03,99.8
2038-10-04,99.8
2038-10-05,99.8
2038-10-06,99.8
2038-10-07,99.8
2038-10-08,99.8
2038-10-09,99.8
2038-10-10,99.8
2038-10-11,99.8
2038-10-12,99.8
2038-10-13,99.8
2038-10-14,99.8
2038-10-15,99.8
2038-10-16,99.8
2038-10-17,99.8
2038-10-18,99.8
2038-10-19,99.8
2038-10-20,99.8
2038-10-21,99.8
2038-10-22,99.8
2038-10-23,99.8
2038-10-24,99.8
2038-10-25,99.8
2038-10-26,99.8
2038-10-27,99.8
2038-10-28,99.8
2038-10-29,99.8
2038-10-30,99.8
2038-10-31,99.8
2038-11-01,99.38
2038-11-02,99.38499999999999
2038-11-03,99.38499999999999
2038-11-04,99.39
2038-11-05,99.38499999999999
2038-11-06,99.38499999999999
2038-11-07,99.38499999999999
2038-11-08,99.38499999999999
2038-11-09,99.38499999999999
2038-11-10,99.38499999999999
2038-11-11,99.38499999999999
2038-11-12,99.38499999999999
2038-11-13,99.38499999999999
2038-11-14,99.38499999999999
2038-11-15,99.38499999999999
2038-11-16,99.38499999999999
2038-11-17,99.38499999999999
2038-11-18,99.38499999999999
2038-11-19,99.38499999999999
2038-11-20,99.38499999999999
2038-11-21,99.38499999999999
