Date,Canals to Kuraz Sugar Plantations
2035-01-01,68.405
2035-01-02,68.405
2035-01-03,68.405
2035-01-04,68.405
2035-01-05,68.405
2035-01-06,68.405
2035-01-07,68.405
2035-01-08,68.405
2035-01-09,68.405
2035-01-10,68.405
2035-01-11,68.405
2035-01-12,68.405
2035-01-13,68.4
2035-01-14,68.405
2035-01-15,68.405
2035-01-16,68.405
2035-01-17,68.405
2035-01-18,68.4
2035-01-19,68.4
2035-01-20,68.4
2035-01-21,68.4
2035-01-22,68.4
2035-01-23,68.4
2035-01-24,68.4
2035-01-25,68.4
2035-01-26,68.4
2035-01-27,68.4
2035-01-28,68.4
2035-01-29,68.4
2035-01-30,68.4
2035-01-31,68.4
2035-02-01,72.58
2035-02-02,72.57
2035-02-03,72.57
2035-02-04,72.57499999999999
2035-02-05,72.57499999999999
2035-02-06,72.58
2035-02-07,72.58
2035-02-08,72.57499999999999
2035-02-09,72.57
2035-02-10,72.57
2035-02-11,72.57
2035-02-12,72.57
2035-02-13,72.57
2035-02-14,72.57
2035-02-15,72.57
2035-02-16,72.57
2035-02-17,72.57
2035-02-18,72.57
2035-02-19,72.57
2035-02-20,72.57
2035-02-21,72.565
2035-02-22,72.57
2035-02-23,72.57
2035-02-24,72.565
2035-02-25,72.56
2035-02-26,72.56
2035-02-27,72.56
2035-02-28,72.56
2035-03-01,77.045
2035-03-02,77.045
2035-03-03,77.04
2035-03-04,77.04
2035-03-05,77.04
2035-03-06,77.04
2035-03-07,77.04
2035-03-08,77.04
2035-03-09,77.035
2035-03-10,77.03
2035-03-11,77.03
2035-03-12,77.03
2035-03-13,77.03
2035-03-14,77.025
2035-03-15,77.02
2035-03-16,77.02
2035-03-17,77.02
2035-03-18,77.02
2035-03-19,77.02
2035-03-20,77.02
2035-03-21,77.02
2035-03-22,77.02
2035-03-23,77.02
2035-03-24,77.02
2035-03-25,77.02
2035-03-26,77.0
2035-03-27,77.0
2035-03-28,77.0
2035-03-29,77.0
2035-03-30,77.0
2035-03-31,77.0
2035-04-01,81.61500000000001
2035-04-02,81.61
2035-04-03,81.61
2035-04-04,81.61
2035-04-05,81.61
2035-04-06,81.61
2035-04-07,81.59
2035-04-08,81.59
2035-04-09,81.59
2035-04-10,81.59
2035-04-11,81.59
2035-04-12,81.59
2035-04-13,81.58
2035-04-14,81.58
2035-04-15,81.57499999999999
2035-04-16,81.57
2035-04-17,81.565
2035-04-18,81.56
2035-04-19,81.56
2035-04-20,81.56
2035-04-21,81.56
2035-04-22,81.555
2035-04-23,81.55
2035-04-24,81.545
2035-04-25,81.54
2035-04-26,81.54
2035-04-27,81.53
2035-04-28,81.53
2035-04-29,81.53
2035-04-30,81.53
2035-05-01,86.055
2035-05-02,86.05
2035-05-03,86.04
2035-05-04,86.04
2035-05-05,86.04
2035-05-06,86.04
2035-05-07,86.035
2035-05-08,86.03
2035-05-09,86.03
2035-05-10,86.03
2035-05-11,86.01
2035-05-12,86.01
2035-05-13,86.01
2035-05-14,86.01
2035-05-15,86.0
2035-05-16,86.0
2035-05-17,86.0
2035-05-18,86.0
2035-05-19,85.99
2035-05-20,85.99
2035-05-21,85.99
2035-05-22,85.97999999999999
2035-05-23,85.97
2035-05-24,85.97
2035-05-25,85.965
2035-05-26,85.96
2035-05-27,85.96
2035-05-28,85.96
2035-05-29,85.955
2035-05-30,85.95
2035-05-31,85.94
2035-06-01,90.15
2035-06-02,90.16
2035-06-03,90.16
2035-06-04,90.16
2035-06-05,90.17
2035-06-06,90.17
2035-06-07,90.18
2035-06-08,90.185
2035-06-09,90.19
2035-06-10,90.19
2035-06-11,90.19
2035-06-12,90.195
2035-06-13,90.2
2035-06-14,90.2
2035-06-15,90.2
2035-06-16,90.2
2035-06-17,90.21
2035-06-18,90.21
2035-06-19,90.21
2035-06-20,90.21
2035-06-21,90.22
2035-06-22,90.22
2035-06-23,90.22
2035-06-24,90.22
2035-06-25,90.22999999999999
2035-06-26,90.24
