Date,Canals to Kuraz Sugar Plantations,Outflow to Lake Turkana
2038-01-01,98.77,29.72
2038-01-02,98.77,29.72
2038-01-03,98.77,29.72
2038-01-04,98.77,29.72
2038-01-05,98.77,29.72
2038-01-06,98.77,29.72
2038-01-07,98.77,29.72
2038-01-08,98.77,29.72
2038-01-09,98.77,29.72
2038-01-10,98.77,29.72
2038-01-11,98.77,29.72
2038-01-12,98.77,29.72
2038-01-13,98.77,29.72
2038-01-14,98.77,29.72
2038-01-15,98.77,29.72
2038-01-16,98.77,29.72
2038-01-17,98.77,29.72
2038-01-18,98.77,29.72
2038-01-19,98.77,29.72
2038-01-20,98.77,29.72
2038-01-21,98.77,29.72
2038-01-22,98.77,29.72
2038-01-23,98.77,29.72
2038-01-24,98.77,29.72
2038-01-25,98.77,29.72
2038-01-26,98.77,29.72
2038-01-27,98.77,29.72
2038-01-28,98.77,29.72
2038-01-29,98.77,29.72
2038-01-30,98.77,29.72
2038-01-31,98.77,29.72
2038-02-01,56.58,26.5
2038-02-02,56.58,26.5
2038-02-03,56.58,26.5
2038-02-04,56.58,26.5
2038-02-05,56.58,26.5
2038-02-06,56.58,26.5
2038-02-07,56.58,26.5
2038-02-08,56.58,26.5
2038-02-09,56.58,26.5
2038-02-10,56.58,26.5
2038-02-11,56.58,26.5
2038-02-12,56.58,26.5
2038-02-13,56.58,26.5
2038-02-14,56.58,26.5
2038-02-15,56.58,26.5
2038-02-16,56.58,26.5
2038-02-17,56.58,26.5
2038-02-18,56.58,26.5
2038-02-19,56.58,26.5
2038-02-20,56.58,26.5
2038-02-21,56.58,26.5
2038-02-22,56.58,26.5
2038-02-23,56.58,26.5
2038-02-24,56.58,26.5
2038-02-25,56.58,26.5
2038-02-26,56.58,26.5
2038-02-27,56.58,26.5
2038-02-28,56.58,26.5
2038-03-01,15.43,22.56
2038-03-02,15.43,22.56
2038-03-03,15.43,22.56
2038-03-04,15.43,22.56
2038-03-05,15.43,22.56
2038-03-06,15.43,22.56
2038-03-07,15.43,22.56
2038-03-08,15.43,22.56
2038-03-09,15.43,22.56
2038-03-10,15.43,22.56
2038-03-11,15.43,22.56
2038-03-12,15.43,22.56
2038-03-13,15.43,22.56
2038-03-14,15.43,22.56
2038-03-15,15.43,22.56
2038-03-16,15.43,22.56
2038-03-17,15.43,22.56
2038-03-18,15.43,22.56
2038-03-19,15.43,22.56
2038-03-20,15.43,22.56
2038-03-21,15.43,22.56
2038-03-22,15.43,22.56
2038-03-23,15.43,22.56
2038-03-24,15.43,22.56
2038-03-25,15.43,22.56
2038-03-26,15.43,22.56
2038-03-27,15.43,22.56
2038-03-28,15.43,22.56
2038-03-29,15.43,22.56
2038-03-30,15.43,22.56
2038-03-31,15.43,22.56
2038-04-01,0.0,32.59
2038-04-02,0.0,32.59
2038-04-03,0.0,32.59
2038-04-04,0.0,32.59
2038-04-05,0.0,32.59
2038-04-06,0.0,32.59
2038-04-07,0.0,32.59
2038-04-08,0.0,32.59
2038-04-09,0.0,32.59
2038-04-10,0.0,32.59
2038-04-11,0.0,32.59
2038-04-12,0.0,32.59
2038-04-13,0.0,32.59
2038-04-14,0.0,32.59
2038-04-15,0.0,32.59
2038-04-16,0.0,32.59
2038-04-17,0.0,32.59
2038-04-18,0.0,32.59
2038-04-19,0.0,32.59
2038-04-20,0.0,32.59
2038-04-21,0.0,32.59
2038-04-22,0.0,32.59
2038-04-23,0.0,32.59
2038-04-24,0.0,32.59
2038-04-25,0.0,32.59
2038-04-26,0.0,32.59
2038-04-27,0.0,32.59
2038-04-28,0.0,32.59
2038-04-29,0.0,32.59
2038-04-30,0.0,32.59
2038-05-01,17.49,48.89
2038-05-02,17.49,48.89
2038-05-03,17.49,48.89
2038-05-04,17.49,48.89
2038-05-05,17.49,48.89
2038-05-06,17.49,48.89
2038-05-07,17.49,48.89
2038-05-08,17.49,48.89
2038-05-09,17.49,48.89
2038-05-10,17.49,48.89
2038-05-11,17.49,48.89
2038-05-12,17.49,48.89
2038-05-13,17.49,48.89
2038-05-14,17.49,48.89
2038-05-15,17.49,48.89
2038-05-16,17.49,48.89
2038-05-17,17.49,48.89
2038-05-18,17.49,48.89
2038-05-19,17.49,48.89
2038-05-20,17.49,48.89
2038-05-21,17.49,48.89
2038-05-22,17.49,48.89
2038-05-23,17.49,48.89
2038-05-24,17.49,48.89
2038-05-25,17.49,48.89
2038-05-26,17.49,48.89
2038-05-27,17.49,48.89
2038-05-28,17.49,48.89
2038-05-29,17.49,48.89
2038-05-30,17.49,48.89
2038-05-31,17.49,48.89
2038-06-01,17.49,106.43
2038-06-02,17.49,106.43
2038-06-03,17.49,106.43
2038-06-04,17.49,106.43
2038-06-05,17.49,106.43
2038-06-06,17.49,106.43
2038-06-07,17.49,106.43
2038-06-08,17.49,106.43
2038-06-09,17.49,106.43
2038-06-10,17.49,106.43
2038-06-11,17.49,106.43
2038-06-12,17.49,106.43
2038-06-13,17.49,106.43
2038-06-14,17.49,106.43
2038-06-15,17.49,106.43
2038-06-16,17.49,106.43
2038-06-17,17.49,106.43
2038-06-18,17.49,106.43
2038-06-19,17.49,106.43
2038-06-20,17.49,106.43
2038-06-21,17.49,106.43
2038-06-22,17.49,106.43
2038-06-23,17.49,106.43
2038-06-24,17.49,106.43
2038-06-25,17.49,106.43
2038-06-26,17.49,106.43
2038-06-27,17.49,106.43
2038-06-28,17.49,106.43
2038-06-29,17.49,106.43
2038-06-30,17.49,106.43
2038-07-01,29.84,322.68
2038-07-02,29.84,322.68
2038-07-03,29.84,322.68
2038-07-04,29.84,322.68
2038-07-05,29.84,322.68
2038-07-06,29.84,322.68
2038-07-07,29.84,322.68
2038-07-08,29.84,322.68
2038-07-09,29.84,322.68
2038-07-10,29.84,322.68
2038-07-11,29.84,322.68
2038-07-12,29.84,322.68
2038-07-13,29.84,322.68
2038-07-14,29.84,322.68
2038-07-15,29.84,322.68
2038-07-16,29.84,322.68
2038-07-17,29.84,322.68
2038-07-18,29.84,322.68
2038-07-19,29.84,322.68
2038-07-20,29.84,322.68
2038-07-21,29.84,322.68
2038-07-22,29.84,322.68
2038-07-23,29.84,322.68
2038-07-24,29.84,322.68
2038-07-25,29.84,322.68
2038-07-26,29.84,322.68
2038-07-27,29.84,322.68
2038-07-28,29.84,322.68
2038-07-29,29.84,322.68
2038-07-30,29.84,322.68
2038-07-31,29.84,322.68
2038-08-01,54.53,522.68
2038-08-02,54.53,522.68
2038-08-03,54.53,522.68
2038-08-04,54.53,522.68
2038-08-05,54.53,522.68
2038-08-06,54.53,522.68
2038-08-07,54.53,522.68
2038-08-08,54.53,522.68
2038-08-09,54.53,522.68
2038-08-10,54.53,522.68
2038-08-11,54.53,522.68
2038-08-12,54.53,522.68
2038-08-13,54.53,522.68
2038-08-14,54.53,522.68
2038-08-15,54.53,522.68
2038-08-16,54.53,522.68
2038-08-17,54.53,522.68
2038-08-18,54.53,522.68
2038-08-19,54.53,522.68
2038-08-20,54.53,522.68
2038-08-21,54.53,522.68
2038-08-22,54.53,522.68
2038-08-23,54.53,522.68
2038-08-24,54.53,522.68
2038-08-25,54.53,522.68
2038-08-26,54.53,522.68
2038-08-27,54.53,522.68
2038-08-28,54.53,522.68
2038-08-29,54.53,522.68
2038-08-30,54.53,522.68
2038-08-31,54.53,522.68
2038-09-01,48.35,328.39
2038-09-02,48.35,328.39
2038-09-03,48.35,328.39
2038-09-04,48.35,328.39
2038-09-05,48.35,328.39
2038-09-06,48.35,328.39
2038-09-07,48.35,328.39
