Date,Canals to Kuraz Sugar Plantations
2040-01-01,54.58
2040-01-02,54.575
2040-01-03,54.575
2040-01-04,54.575
2040-01-05,54.575
2040-01-06,54.575
2040-01-07,54.575
2040-01-08,54.575
2040-01-09,54.575
2040-01-10,54.575
2040-01-11,54.575
2040-01-12,54.575
2040-01-13,54.575
2040-01-14,54.575
2040-01-15,54.575
2040-01-16,54.575
2040-01-17,54.575
2040-01-18,54.575
2040-01-19,54.575
2040-01-20,54.58
2040-01-21,54.575
2040-01-22,54.575
2040-01-23,54.575
2040-01-24,54.575
2040-01-25,54.575
2040-01-26,54.575
2040-01-27,54.575
2040-01-28,54.575
2040-01-29,54.575
2040-01-30,54.575
2040-01-31,54.575
2040-02-01,56.96
2040-02-02,56.96
2040-02-03,56.96
2040-02-04,56.96
2040-02-05,56.96
2040-02-06,56.96
2040-02-07,56.96
2040-02-08,56.96
2040-02-09,56.96
2040-02-10,56.96
2040-02-11,56.96
2040-02-12,56.96
2040-02-13,56.96
2040-02-14,56.96
2040-02-15,56.96
2040-02-16,56.96
2040-02-17,56.96
2040-02-18,56.96
2040-02-19,56.96
2040-02-20,56.96
2040-02-21,56.96
2040-02-22,56.96
2040-02-23,56.96
2040-02-24,56.96
2040-02-25,56.96
2040-02-26,56.96
2040-02-27,56.96
2040-02-28,56.96
2040-02-29,56.96
2040-03-01,60.24
2040-03-02,60.24
2040-03-03,60.24
2040-03-04,60.24
2040-03-05,60.24
2040-03-06,60.24
2040-03-07,60.24
2040-03-08,60.24
2040-03-09,60.24
2040-03-10,60.24
2040-03-11,60.24
2040-03-12,60.230000000000004
2040-03-13,60.22
2040-03-14,60.22
2040-03-15,60.22
2040-03-16,60.22
2040-03-17,60.224999999999994
2040-03-18,60.23
2040-03-19,60.23
2040-03-20,60.23
2040-03-21,60.23
2040-03-22,60.23
2040-03-23,60.23
2040-03-24,60.22
2040-03-25,60.21
2040-03-26,60.21
2040-03-27,60.21
2040-03-28,60.21
2040-03-29,60.21
2040-03-30,60.21
2040-03-31,60.21
2040-04-01,64.435
2040-04-02,64.43
2040-04-03,64.43
2040-04-04,64.43
2040-04-05,64.43
2040-04-06,64.43
2040-04-07,64.43
2040-04-08,64.42500000000001
2040-04-09,64.42
2040-04-10,64.42
2040-04-11,64.42
2040-04-12,64.42
2040-04-13,64.42
2040-04-14,64.42
2040-04-15,64.42
2040-04-16,64.42
2040-04-17,64.42
2040-04-18,64.42
2040-04-19,64.42
2040-04-20,64.4
2040-04-21,64.405
2040-04-22,64.41
2040-04-23,64.39
2040-04-24,64.39
2040-04-25,64.39
2040-04-26,64.39
2040-04-27,64.39
2040-04-28,64.39
2040-04-29,64.39
2040-04-30,64.39
2040-05-01,69.52
2040-05-02,69.52
2040-05-03,69.52
2040-05-04,69.52
2040-05-05,69.52
2040-05-06,69.52
2040-05-07,69.52
2040-05-08,69.52
2040-05-09,69.52
2040-05-10,69.52
2040-05-11,69.5
2040-05-12,69.505
2040-05-13,69.5
2040-05-14,69.5
2040-05-15,69.5
2040-05-16,69.5
2040-05-17,69.49
2040-05-18,69.49
2040-05-19,69.49
2040-05-20,69.49
2040-05-21,69.49
2040-05-22,69.49
2040-05-23,69.47999999999999
2040-05-24,69.47
2040-05-25,69.47
2040-05-26,69.47
2040-05-27,69.47
2040-05-28,69.47
2040-05-29,69.47
2040-05-30,69.465
2040-05-31,69.46
2040-06-01,75.34
2040-06-02,75.34
2040-06-03,75.35
2040-06-04,75.36
2040-06-05,75.36
2040-06-06,75.36
2040-06-07,75.36
2040-06-08,75.36500000000001
2040-06-09,75.37
2040-06-10,75.38
2040-06-11,75.38
2040-06-12,75.38
2040-06-13,75.38499999999999
2040-06-14,75.39
2040-06-15,75.39500000000001
2040-06-16,75.4
2040-06-17,75.4
2040-06-18,75.405
