Date,Canals to Kuraz Sugar Plantations,Flow A,Flow B,Flow C,Gibe-III Evaporation,Gibe-III Release,Koysha Evaporation,Koysha Release,Main Channel,Outflow to Lake Turkana
2035-01-01,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-02,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-03,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-04,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-05,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-06,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-07,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-08,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-09,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-10,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-11,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-12,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-13,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-14,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-15,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-16,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-17,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-18,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-19,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-20,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-21,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
2035-01-22,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.77,15.93,30.94
