Date,Canals to Kuraz Sugar Plantations,Flow A,Flow B,Flow C,Gibe-III Evaporation,Gibe-III Release,Koysha Evaporation,Koysha Release,Main Channel,Outflow to Lake Turkana
2040-01-01,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-02,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-03,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-04,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-05,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-06,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-07,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-08,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-09,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-10,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-11,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-12,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-13,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-14,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-15,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-16,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-17,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-18,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-19,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-20,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-21,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-22,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-23,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-24,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-25,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-26,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-27,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
2040-01-28,33.89,53.61,21.44,15.01,20.52,54.57,13.92,62.1,28.21,43.22
