generation,start_time,end_time,duration,hypervolume,population_size,total_evaluations
1,2024-06-28 22:08:17,2024-06-28 22:10:15,118,0.11883028440650124,128,128
2,2024-06-28 22:10:15,2024-06-28 22:12:14,119,0.11888087893136477,128,256
3,2024-06-28 22:12:14,2024-06-28 22:14:13,119,0.11929446753235733,128,384
4,2024-06-28 22:14:13,2024-06-28 22:16:12,119,0.12095517718076923,128,512
5,2024-06-28 22:16:12,2024-06-28 22:18:10,118,0.12441450601945407,128,640
6,2024-06-28 22:18:10,2024-06-28 22:20:09,119,0.12725369878831266,128,768
7,2024-06-28 22:20:09,2024-06-28 22:22:08,119,0.12755732458081886,128,896
8,2024-06-28 22:22:08,2024-06-28 22:24:07,119,0.12778680435652606,128,1024
9,2024-06-28 22:24:07,2024-06-28 22:26:04,117,0.13199282652300248,128,1152
10,2024-06-28 22:26:04,2024-06-28 22:28:02,118,0.13315390986359804,128,1280
11,2024-06-28 22:28:02,2024-06-28 22:30:00,118,0.13350408374560793,128,1408
12,2024-06-28 22:30:00,2024-06-28 22:31:59,119,0.14289497182665015,128,1536
13,2024-06-28 22:31:59,2024-06-28 22:33:57,118,0.14296878016163772,128,1664
14,2024-06-28 22:33:57,2024-06-28 22:35:55,118,0.1429990439290571,128,1792
15,2024-06-28 22:35:55,2024-06-28 22:37:52,117,0.14411944686662534,128,1920
16,2024-06-28 22:37:52,2024-06-28 22:39:51,119,0.1443949022385608,128,2048
17,2024-06-28 22:39:51,2024-06-28 22:41:49,118,0.1476266321018362,128,2176
18,2024-06-28 22:41:49,2024-06-28 22:43:47,118,0.14788569202359803,128,2304
19,2024-06-28 22:43:47,2024-06-28 22:45:44,117,0.14799644281709678,128,2432
20,2024-06-28 22:45:44,2024-06-28 22:47:41,117,0.15110489624357318,128,2560
21,2024-06-28 22:47:41,2024-06-28 22:49:38,117,0.1513954145746154,128,2688
22,2024-06-28 22:49:38,2024-06-28 22:51:36,118,0.15156799078473945,128,2816
23,2024-06-28 22:51:36,2024-06-28 22:53:33,117,0.15181415957310174,128,2944
24,2024-06-28 22:53:33,2024-06-28 22:55:32,119,0.1521008998520844,128,3072
25,2024-06-28 22:55:32,2024-06-28 22:57:30,118,0.15215568366821342,128,3200
26,2024-06-28 22:57:30,2024-06-28 22:59:26,116,0.15265351301985114,128,3328
27,2024-06-28 22:59:26,2024-06-28 23:01:23,117,0.15322332496970223,128,3456
28,2024-06-28 23:01:23,2024-06-28 23:03:20,117,0.15356026947861043,128,3584
29,2024-06-28 23:03:20,2024-06-28 23:05:20,120,0.15359183481205954,128,3712
30,2024-06-28 23:05:20,2024-06-28 23:07:17,117,0.15660388018712157,128,3840
31,2024-06-28 23:07:17,2024-06-28 23:09:14,117,0.1566100394039702,128,3968
32,2024-06-28 23:09:14,2024-06-28 23:11:11,117,0.1567536536151613,128,4096
33,2024-06-28 23:11:11,2024-06-28 23:13:07,116,0.15805580214970222,128,4224
34,2024-06-28 23:13:07,2024-06-28 23:15:05,118,0.1582708161976675,128,4352
35,2024-06-28 23:15:05,2024-06-28 23:17:04,119,0.16155802687940451,128,4480
36,2024-06-28 23:17:04,2024-06-28 23:19:01,117,0.1619707561612407,128,4608
37,2024-06-28 23:19:01,2024-06-28 23:20:59,118,0.16202422864880892,128,4736
38,2024-06-28 23:20:59,2024-06-28 23:22:55,116,0.16210094746883377,128,4864
39,2024-06-28 23:22:55,2024-06-28 23:24:52,117,0.16238287267905713,128,4992
40,2024-06-28 23:24:52,2024-06-28 23:26:49,117,0.1624876514767246,128,5120
41,2024-06-28 23:26:49,2024-06-28 23:28:45,116,0.16258027324583124,128,5248
42,2024-06-28 23:28:45,2024-06-28 23:30:44,119,0.16221900849017368,128,5376
